officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,Related Suboffice,Related Headoffice,longitude,latitude,latitude,longitude
Divasa B.O,362240,B.O,Delivery,Porbandar,Rajkot,Gujarat,Mangrol,Junagadh,GUJARAT,NA,Shil S.O,Porbandar H.O,70.06139955714285,21.217611214285714,21.217611214285714,70.06139955714285
Erda B.O,360576,B.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,NA,Porbandar Birla Sagar S.O,Porbandar H.O,69.68431106,21.59660386,21.59660386,69.68431106
Farer B.O,362620,B.O,Delivery,Porbandar,Rajkot,Gujarat,Kutiyana,Porbandar,GUJARAT,NA,Bantwa S.O,Porbandar H.O,70.04236955,21.48546695,21.48546695,70.04236955
Fatana B.O,360590,B.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,NA,Bagvadar S.O,Porbandar H.O,69.59437306666666,21.8353417,21.8353417,69.59437306666666
Gadu B.O,360590,B.O,Delivery,Porbandar,Rajkot,Gujarat,Bhanvad,Jamnagar,GUJARAT,NA,Bagvadar S.O,Porbandar H.O,69.59437306666666,21.8353417,21.8353417,69.59437306666666
Galvav B.O,362630,B.O,Delivery,Porbandar,Rajkot,Gujarat,Manavadar,Junagadh,GUJARAT,NA,Manavadar S.O,Porbandar H.O,70.15762406363636,21.487156936363636,21.487156936363636,70.15762406363636
Garej B.O,360576,B.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,NA,Porbandar Birla Sagar S.O,Porbandar H.O,69.68431106,21.59660386,21.59660386,69.68431106
Ghodadar B.O,362230,B.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Junagadh,GUJARAT,NA,Madhavpur S.O,Porbandar H.O,69.9458707625,21.2986873125,21.2986873125,69.9458707625
Gokran B.O,362650,B.O,Delivery,Porbandar,Rajkot,Gujarat,Kutiyana,Porbandar,GUJARAT,NA,Kutiyana S.O,Porbandar H.O,69.96197667999999,21.648329819999997,21.648329819999997,69.96197667999999
Gosa B.O,360576,B.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,NA,Porbandar Birla Sagar S.O,Porbandar H.O,69.68431106,21.59660386,21.59660386,69.68431106
Hathla B.O,360590,B.O,Delivery,Porbandar,Rajkot,Gujarat,Bhanvad,Jamnagar,GUJARAT,NA,Bagvadar S.O,Porbandar H.O,69.59437306666666,21.8353417,21.8353417,69.59437306666666
Husenabad B.O,362225,B.O,Delivery,Porbandar,Rajkot,Gujarat,Mangrol,Junagadh,GUJARAT,NA,Mangrol S.O (Junagadh),Porbandar H.O,70.1282359409091,21.121808440909092,21.121808440909092,70.1282359409091
Indra B.O,362640,B.O,Delivery,Porbandar,Rajkot,Gujarat,Manavadar,Junagadh,GUJARAT,NA,Sardargadh S.O,Porbandar H.O,70.24973292,21.49731434,21.49731434,70.24973292
Ishwaria B.O,362650,B.O,Delivery,Porbandar,Rajkot,Gujarat,Kutiyana,Porbandar,GUJARAT,NA,Kutiyana S.O,Porbandar H.O,69.96197667999999,21.648329819999997,21.648329819999997,69.96197667999999
Jamboo B.O,360570,B.O,Delivery,Porbandar,Rajkot,Gujarat,Ranavav,Porbandar,GUJARAT,NA,Ranakandorana S.O,Porbandar H.O,69.89823935,21.6560858,21.6560858,69.89823935
Jambuda B.O,362630,B.O,Delivery,Porbandar,Rajkot,Gujarat,Manavadar,Junagadh,GUJARAT,NA,Manavadar S.O,Porbandar H.O,70.15762406363636,21.487156936363636,21.487156936363636,70.15762406363636
Jamra B.O,362620,B.O,Delivery,Porbandar,Rajkot,Gujarat,Kutiyana,Porbandar,GUJARAT,NA,Bantwa S.O,Porbandar H.O,70.04236955,21.48546695,21.48546695,70.04236955
Kadachh B.O,362230,B.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,NA,Madhavpur S.O,Porbandar H.O,69.9458707625,21.2986873125,21.2986873125,69.9458707625
Kadegi B.O,362620,B.O,Delivery,Porbandar,Rajkot,Gujarat,Kutiyana,Porbandar,GUJARAT,NA,Bantwa S.O,Porbandar H.O,70.04236955,21.48546695,21.48546695,70.04236955
Kalej B.O,362240,B.O,Delivery,Porbandar,Rajkot,Gujarat,Mangrol,Junagadh,GUJARAT,NA,Shil S.O,Porbandar H.O,70.06139955714285,21.217611214285714,21.217611214285714,70.06139955714285
Kansavad B.O,362620,B.O,Delivery,Porbandar,Rajkot,Gujarat,Kutiyana,Porbandar,GUJARAT,NA,Bantwa S.O,Porbandar H.O,70.04236955,21.48546695,21.48546695,70.04236955
Kantol B.O,362620,B.O,Delivery,Porbandar,Rajkot,Gujarat,Manavadar,Porbandar,GUJARAT,NA,Bantwa S.O,Porbandar H.O,70.04236955,21.48546695,21.48546695,70.04236955
Kavalka B.O,362620,B.O,Delivery,Porbandar,Rajkot,Gujarat,Kutiyana,Porbandar,GUJARAT,NA,Bantwa S.O,Porbandar H.O,70.04236955,21.48546695,21.48546695,70.04236955
Khadia B.O,362640,B.O,Delivery,Porbandar,Rajkot,Gujarat,Manavadar,Junagadh,GUJARAT,NA,Sardargadh S.O,Porbandar H.O,70.24973292,21.49731434,21.49731434,70.24973292
Khageshri B.O,362650,B.O,Delivery,Porbandar,Rajkot,Gujarat,Kutiyana,Porbandar,GUJARAT,NA,Kutiyana S.O,Porbandar H.O,69.96197667999999,21.648329819999997,21.648329819999997,69.96197667999999
Khambhodar B.O,360590,B.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,NA,Bagvadar S.O,Porbandar H.O,69.59437306666666,21.8353417,21.8353417,69.59437306666666
Khapat B.O,360579,B.O,Delivery,Porbandar,Rajkot,Gujarat,NA,Porbandar,GUJARAT,NA,Bokhira S.O,Porbandar H.O,69.51883014285714,21.7424991,21.7424991,69.51883014285714
Khistri B.O,360579,B.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,NA,Bokhira S.O,Porbandar H.O,69.51883014285714,21.7424991,21.7424991,69.51883014285714
Kindarkheda B.O,360590,B.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,NA,Bagvadar S.O,Porbandar H.O,69.59437306666666,21.8353417,21.8353417,69.59437306666666
Kodvav B.O,362620,B.O,Delivery,Porbandar,Rajkot,Gujarat,Manavadar,Junagadh,GUJARAT,NA,Bantwa S.O,Porbandar H.O,70.04236955,21.48546695,21.48546695,70.04236955
Kotda B.O,362650,B.O,Delivery,Porbandar,Rajkot,Gujarat,Kutiyana,Porbandar,GUJARAT,NA,Kutiyana S.O,Porbandar H.O,69.96197667999999,21.648329819999997,21.648329819999997,69.96197667999999
Kotharia B.O,362630,B.O,Delivery,Porbandar,Rajkot,Gujarat,Manavadar,Junagadh,GUJARAT,NA,Manavadar S.O,Porbandar H.O,70.15762406363636,21.487156936363636,21.487156936363636,70.15762406363636
Kothdi B.O,362630,B.O,Delivery,Porbandar,Rajkot,Gujarat,Manavadar,Junagadh,GUJARAT,NA,Manavadar S.O,Porbandar H.O,70.15762406363636,21.487156936363636,21.487156936363636,70.15762406363636
Koylana Ghed B.O,362630,B.O,Delivery,Porbandar,Rajkot,Gujarat,Manavadar,Junagadh,GUJARAT,NA,Manavadar S.O,Porbandar H.O,70.15762406363636,21.487156936363636,21.487156936363636,70.15762406363636
Kuchhdi B.O,360579,B.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,NA,Bokhira S.O,Porbandar H.O,69.51883014285714,21.7424991,21.7424991,69.51883014285714
Kutiyana Bazar S.O,362650,S.O,Non-Delivery,Porbandar,Rajkot,Gujarat,Kutiyana,Porbandar,GUJARAT,02804-261310,NA,Porbandar H.O,69.96197667999999,21.648329819999997,21.648329819999997,69.96197667999999
Kutiyana S.O,362650,S.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,02804-261227,NA,Porbandar H.O,69.96197667999999,21.648329819999997,21.648329819999997,69.96197667999999
Limbuda B.O,362620,B.O,Delivery,Porbandar,Rajkot,Gujarat,Manavadar,Junagadh,GUJARAT,NA,Bantwa S.O,Porbandar H.O,70.04236955,21.48546695,21.48546695,70.04236955
Loej B.O,362225,B.O,Delivery,Porbandar,Rajkot,Gujarat,Mangrol,Junagadh,GUJARAT,NA,Mangrol S.O (Junagadh),Porbandar H.O,70.1282359409091,21.121808440909092,21.121808440909092,70.1282359409091
Madhavpur S.O,362230,S.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,0286-2272122,NA,Porbandar H.O,69.9458707625,21.2986873125,21.2986873125,69.9458707625
Mahiyari B.O,362620,B.O,Delivery,Porbandar,Rajkot,Gujarat,Kutiyana,Porbandar,GUJARAT,NA,Bantwa S.O,Porbandar H.O,70.04236955,21.48546695,21.48546695,70.04236955
Mahobatpara B.O,362650,B.O,Delivery,Porbandar,Rajkot,Gujarat,Kutiyana,Porbandar,GUJARAT,NA,Kutiyana S.O,Porbandar H.O,69.96197667999999,21.648329819999997,21.648329819999997,69.96197667999999
Majivana B.O,360590,B.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,NA,Bagvadar S.O,Porbandar H.O,69.59437306666666,21.8353417,21.8353417,69.59437306666666
Maktupur B.O,362225,B.O,Delivery,Porbandar,Rajkot,Gujarat,Mangrol,Junagadh,GUJARAT,NA,Mangrol S.O (Junagadh),Porbandar H.O,70.1282359409091,21.121808440909092,21.121808440909092,70.1282359409091
Mal B.O,362650,B.O,Delivery,Porbandar,Rajkot,Gujarat,Kutiyana,Porbandar,GUJARAT,NA,Kutiyana S.O,Porbandar H.O,69.96197667999999,21.648329819999997,21.648329819999997,69.96197667999999
Manavadar S.O,362630,S.O,Delivery,Porbandar,Rajkot,Gujarat,Manavadar,Junagadh,GUJARAT,02874-221219,NA,Porbandar H.O,70.15762406363636,21.487156936363636,21.487156936363636,70.15762406363636
Mander B.O,362230,B.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,NA,Madhavpur S.O,Porbandar H.O,69.9458707625,21.2986873125,21.2986873125,69.9458707625
Mandva B.O,362650,B.O,Delivery,Porbandar,Rajkot,Gujarat,Kutiyana,Porbandar,GUJARAT,NA,Kutiyana S.O,Porbandar H.O,69.96197667999999,21.648329819999997,21.648329819999997,69.96197667999999
Mangrol Bazar S.O,362225,S.O,Non-Delivery,Porbandar,Rajkot,Gujarat,Mangrol,Junagadh,GUJARAT,02878-222025,NA,Porbandar H.O,70.1282359409091,21.121808440909092,21.121808440909092,70.1282359409091
Mangrol Bundar S.O,362226,S.O,Delivery,Porbandar,Rajkot,Gujarat,Mangrol,Junagadh,GUJARAT,02878-222956,NA,Porbandar H.O,103.8768718,1.3406911,1.3406911,103.8768718
Mangrol S.O (Junagadh),362225,S.O,Delivery,Porbandar,Rajkot,Gujarat,Mangrol,Junagadh,GUJARAT,02878-222020,NA,Porbandar H.O,70.1282359409091,21.121808440909092,21.121808440909092,70.1282359409091
Mankhetra B.O,362225,B.O,Delivery,Porbandar,Rajkot,Gujarat,Mangrol,Junagadh,GUJARAT,NA,Mangrol S.O (Junagadh),Porbandar H.O,70.1282359409091,21.121808440909092,21.121808440909092,70.1282359409091
Marmath B.O,362620,B.O,Delivery,Porbandar,Rajkot,Gujarat,Manavadar,Junagadh,GUJARAT,NA,Bantwa S.O,Porbandar H.O,70.04236955,21.48546695,21.48546695,70.04236955
Matiyana B.O,362625,B.O,Delivery,Porbandar,Rajkot,Gujarat,Manavadar,Junagadh,GUJARAT,NA,Nanadia S.O,Porbandar H.O,70.1434907,21.43158395,21.43158395,70.1434907
Mekhdi B.O,362240,B.O,Delivery,Porbandar,Rajkot,Gujarat,Mangrol,Junagadh,GUJARAT,NA,Shil S.O,Porbandar H.O,70.06139955714285,21.217611214285714,21.217611214285714,70.06139955714285
Miti B.O,362620,B.O,Delivery,Porbandar,Rajkot,Gujarat,Mangrol,Junagadh,GUJARAT,NA,Bantwa S.O,Porbandar H.O,70.04236955,21.48546695,21.48546695,70.04236955
Mitrala B.O,360576,B.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,NA,Porbandar Birla Sagar S.O,Porbandar H.O,69.68431106,21.59660386,21.59660386,69.68431106
Miyani B.O,360579,B.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,NA,Bokhira S.O,Porbandar H.O,69.51883014285714,21.7424991,21.7424991,69.51883014285714
Moddar B.O,362650,B.O,Delivery,Porbandar,Rajkot,Gujarat,Kutiyana,Porbandar,GUJARAT,NA,Kutiyana S.O,Porbandar H.O,69.96197667999999,21.648329819999997,21.648329819999997,69.96197667999999
Modhvada B.O,360590,B.O,Delivery,Porbandar,Rajkot,Gujarat,Porbaandar,Porbandar,GUJARAT,NA,Bagvadar S.O,Porbandar H.O,69.59437306666666,21.8353417,21.8353417,69.59437306666666
Mokal B.O,360570,B.O,Delivery,Porbandar,Rajkot,Gujarat,Ranavav,Porbandar,GUJARAT,NA,Ranakandorana S.O,Porbandar H.O,69.89823935,21.6560858,21.6560858,69.89823935
Morana B.O,360590,B.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,NA,Bagvadar S.O,Porbandar H.O,69.59437306666666,21.8353417,21.8353417,69.59437306666666
Mul Madhavpur B.O,362230,B.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,NA,Madhavpur S.O,Porbandar H.O,69.9458707625,21.2986873125,21.2986873125,69.9458707625
Nagichana B.O,362240,B.O,Delivery,Porbandar,Rajkot,Gujarat,Mangrol,Junagadh,GUJARAT,NA,Shil S.O,Porbandar H.O,70.06139955714285,21.217611214285714,21.217611214285714,70.06139955714285
Nagka B.O,360579,B.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,NA,Bokhira S.O,Porbandar H.O,69.51883014285714,21.7424991,21.7424991,69.51883014285714
Nakra B.O,362625,B.O,Delivery,Porbandar,Rajkot,Gujarat,Manavadar,Junagadh,GUJARAT,NA,Nanadia S.O,Porbandar H.O,70.1434907,21.43158395,21.43158395,70.1434907
Nanadarkhi B.O,362240,B.O,Delivery,Porbandar,Rajkot,Gujarat,Mangrol,Junagadh,GUJARAT,NA,Shil S.O,Porbandar H.O,70.06139955714285,21.217611214285714,21.217611214285714,70.06139955714285
Nanadia S.O,362625,S.O,Delivery,Porbandar,Rajkot,Gujarat,Manavadar,Junagadh,GUJARAT,02874-241500,NA,Porbandar H.O,70.1434907,21.43158395,21.43158395,70.1434907
Nandarkha B.O,362630,B.O,Delivery,Porbandar,Rajkot,Gujarat,Manavadar,Junagadh,GUJARAT,NA,Manavadar S.O,Porbandar H.O,70.15762406363636,21.487156936363636,21.487156936363636,70.15762406363636
Navibandar B.O,360576,B.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,NA,Porbandar Birla Sagar S.O,Porbandar H.O,69.68431106,21.59660386,21.59660386,69.68431106
Odadar B.O,360576,B.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,NA,Porbandar Birla Sagar S.O,Porbandar H.O,69.68431106,21.59660386,21.59660386,69.68431106
Pajod B.O,362620,B.O,Delivery,Porbandar,Rajkot,Gujarat,Manavadar,Junagadh,GUJARAT,NA,Bantwa S.O,Porbandar H.O,70.04236955,21.48546695,21.48546695,70.04236955
Pandavadar B.O,360579,B.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,NA,Bokhira S.O,Porbandar H.O,69.51883014285714,21.7424991,21.7424991,69.51883014285714
Paswali B.O,362650,B.O,Delivery,Porbandar,Rajkot,Gujarat,Kutiyana,Porbandar,GUJARAT,NA,Kutiyana S.O,Porbandar H.O,69.96197667999999,21.648329819999997,21.648329819999997,69.96197667999999
Pata B.O,362230,B.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,NA,Madhavpur S.O,Porbandar H.O,69.9458707625,21.2986873125,21.2986873125,69.9458707625
Porbandar Bhojeshwar S.O,360575,S.O,Non-Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,0286-2245989,NA,Porbandar H.O,69.61399978392858,21.6425462125,21.6425462125,69.61399978392858
Porbandar Birla Sagar S.O,360576,S.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,0286-2242509,NA,Porbandar H.O,69.68431106,21.59660386,21.59660386,69.68431106
Porbandar Chhaya Plot S.O,360575,S.O,Non-Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,0286-2242475,NA,Porbandar H.O,69.61399978392858,21.6425462125,21.6425462125,69.61399978392858
Porbandar G.I.D.C. S.O,360577,S.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,0286-2222570,NA,Porbandar H.O,69.64038665,21.64889665,21.64889665,69.64038665
Porbandar H.O,360575,H.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,0286-2242415,NA,NA,69.61399978392858,21.6425462125,21.6425462125,69.61399978392858
Porbandar Hanuman Gufa S.O,360575,S.O,Non-Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,0286-2245714,NA,Porbandar H.O,69.61399978392858,21.6425462125,21.6425462125,69.61399978392858
Porbandar M G Road S.O,360575,S.O,Non-Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,0286-2242573,NA,Porbandar H.O,69.61399978392858,21.6425462125,21.6425462125,69.61399978392858
Porbandar Manek Chowk S.O,360575,S.O,Non-Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,0286-2242414,NA,Porbandar H.O,69.61399978392858,21.6425462125,21.6425462125,69.61399978392858
Porbandar Mill Pura S.O,360575,S.O,Non-Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,0286-2245716,NA,Porbandar H.O,69.61399978392858,21.6425462125,21.6425462125,69.61399978392858
Rahij B.O,362225,B.O,Delivery,Porbandar,Rajkot,Gujarat,Mangrol,Junagadh,GUJARAT,NA,Mangrol S.O (Junagadh),Porbandar H.O,70.1282359409091,21.121808440909092,21.121808440909092,70.1282359409091
Ranabordi B.O,360570,B.O,Delivery,Porbandar,Rajkot,Gujarat,Ranavav,Porbandar,GUJARAT,NA,Ranakandorana S.O,Porbandar H.O,69.89823935,21.6560858,21.6560858,69.89823935
Ranakandorana S.O,360570,S.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,02801-239550,NA,Porbandar H.O,69.89823935,21.6560858,21.6560858,69.89823935
Ranakhirasara B.O,360570,B.O,Delivery,Porbandar,Rajkot,Gujarat,Ranavav,Porbandar,GUJARAT,NA,Ranakandorana S.O,Porbandar H.O,69.89823935,21.6560858,21.6560858,69.89823935
Ranavav Railway Station S.O,360560,S.O,Delivery,Porbandar,Rajkot,Gujarat,Ranavav,Porbandar,GUJARAT,02801-230640,NA,Porbandar H.O,69.7872469,21.77881,21.77881,69.7872469
Ranavav S.O,360550,S.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,02801-230670,NA,Porbandar H.O,69.7431250375,21.68438395,21.68438395,69.7431250375
Ratdi B.O,360579,B.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,NA,Bokhira S.O,Porbandar H.O,69.51883014285714,21.7424991,21.7424991,69.51883014285714
Ratia B.O,360576,B.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,NA,Porbandar Birla Sagar S.O,Porbandar H.O,69.68431106,21.59660386,21.59660386,69.68431106
Rozda B.O,360590,B.O,Delivery,Porbandar,Rajkot,Gujarat,Bhanvad,Jamnagar,GUJARAT,NA,Bagvadar S.O,Porbandar H.O,69.59437306666666,21.8353417,21.8353417,69.59437306666666
Samarda B.O,362230,B.O,Delivery,Porbandar,Rajkot,Gujarat,Mangrol,Junagadh,GUJARAT,NA,Madhavpur S.O,Porbandar H.O,69.9458707625,21.2986873125,21.2986873125,69.9458707625
Samega B.O,362620,B.O,Delivery,Porbandar,Rajkot,Gujarat,Manavadar,Junagadh,GUJARAT,NA,Bantwa S.O,Porbandar H.O,70.04236955,21.48546695,21.48546695,70.04236955
Sanosara B.O,362630,B.O,Delivery,Porbandar,Rajkot,Gujarat,Manavadar,Junagadh,GUJARAT,NA,Manavadar S.O,Porbandar H.O,70.15762406363636,21.487156936363636,21.487156936363636,70.15762406363636
Sardargadh S.O,362640,S.O,Delivery,Porbandar,Rajkot,Gujarat,Manavadar,Junagadh,GUJARAT,02874-242102,NA,Porbandar H.O,70.24973292,21.49731434,21.49731434,70.24973292
Segras B.O,362650,B.O,Delivery,Porbandar,Rajkot,Gujarat,Kutiyana,Porbandar,GUJARAT,NA,Kutiyana S.O,Porbandar H.O,69.96197667999999,21.648329819999997,21.648329819999997,69.96197667999999
Shardagram S.O,362235,S.O,Delivery,Porbandar,Rajkot,Gujarat,Mangrol,Junagadh,GUJARAT,02878-222075,NA,Porbandar H.O,NA,NA,NA,NA
Sharma B.O,362230,B.O,Delivery,Porbandar,Rajkot,Gujarat,Mangrol,Junagadh,GUJARAT,NA,Madhavpur S.O,Porbandar H.O,69.9458707625,21.2986873125,21.2986873125,69.9458707625
Sherdi B.O,362640,B.O,Delivery,Porbandar,Rajkot,Gujarat,Manavadar,Junagadh,GUJARAT,NA,Sardargadh S.O,Porbandar H.O,70.24973292,21.49731434,21.49731434,70.24973292
Sheriaj B.O,362225,B.O,Delivery,Porbandar,Rajkot,Gujarat,Mangrol,Junagadh,GUJARAT,NA,Mangrol S.O (Junagadh),Porbandar H.O,70.1282359409091,21.121808440909092,21.121808440909092,70.1282359409091
Shil S.O,362240,S.O,Delivery,Porbandar,Rajkot,Gujarat,Mangrol,Junagadh,GUJARAT,02878-281303,NA,Porbandar H.O,70.06139955714285,21.217611214285714,21.217611214285714,70.06139955714285
Shingda B.O,360590,B.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,NA,Bagvadar S.O,Porbandar H.O,69.59437306666666,21.8353417,21.8353417,69.59437306666666
Sisli B.O,360590,B.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,NA,Bagvadar S.O,Porbandar H.O,69.59437306666666,21.8353417,21.8353417,69.59437306666666
Sitana B.O,362625,B.O,Delivery,Porbandar,Rajkot,Gujarat,Manavadar,Junagadh,GUJARAT,NA,Nanadia S.O,Porbandar H.O,70.1434907,21.43158395,21.43158395,70.1434907
Sodhana B.O,360590,B.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,NA,Bagvadar S.O,Porbandar H.O,69.59437306666666,21.8353417,21.8353417,69.59437306666666
Sultanabad B.O,362630,B.O,Delivery,Porbandar,Rajkot,Gujarat,Manavadar,Junagadh,GUJARAT,NA,Manavadar S.O,Porbandar H.O,70.15762406363636,21.487156936363636,21.487156936363636,70.15762406363636
Sultanpur B.O,362225,B.O,Delivery,Porbandar,Rajkot,Gujarat,Mangrol,Junagadh,GUJARAT,NA,Mangrol S.O (Junagadh),Porbandar H.O,70.1282359409091,21.121808440909092,21.121808440909092,70.1282359409091
Talodra B.O,362240,B.O,Delivery,Porbandar,Rajkot,Gujarat,Mangrol,Junagadh,GUJARAT,NA,Shil S.O,Porbandar H.O,70.06139955714285,21.217611214285714,21.217611214285714,70.06139955714285
Thaniyana B.O,362640,B.O,Delivery,Porbandar,Rajkot,Gujarat,Manavadar,Junagadh,GUJARAT,NA,Sardargadh S.O,Porbandar H.O,70.24973292,21.49731434,21.49731434,70.24973292
Thoyana B.O,360570,B.O,Delivery,Porbandar,Rajkot,Gujarat,Ranavav,Porbandar,GUJARAT,NA,Ranakandorana S.O,Porbandar H.O,69.89823935,21.6560858,21.6560858,69.89823935
Tikar B.O,362630,B.O,Delivery,Porbandar,Rajkot,Gujarat,Vanthli,Junagadh,GUJARAT,NA,Manavadar S.O,Porbandar H.O,70.15762406363636,21.487156936363636,21.487156936363636,70.15762406363636
Tukda Gosa B.O,360576,B.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,NA,Porbandar Birla Sagar S.O,Porbandar H.O,69.68431106,21.59660386,21.59660386,69.68431106
Tukda Miyani B.O,360579,B.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,NA,Bokhira S.O,Porbandar H.O,69.51883014285714,21.7424991,21.7424991,69.51883014285714
Vadala Ghed B.O,362625,B.O,Delivery,Porbandar,Rajkot,Gujarat,Manavadar,Junagadh,GUJARAT,NA,Nanadia S.O,Porbandar H.O,70.1434907,21.43158395,21.43158395,70.1434907
Vadala Rana B.O,360590,B.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,NA,Bagvadar S.O,Porbandar H.O,69.59437306666666,21.8353417,21.8353417,69.59437306666666
Vadvalarana B.O,360570,B.O,Delivery,Porbandar,Rajkot,Gujarat,Ranavav,Porbandar,GUJARAT,NA,Ranakandorana S.O,Porbandar H.O,69.89823935,21.6560858,21.6560858,69.89823935
Valotra B.O,360570,B.O,Delivery,Porbandar,Rajkot,Gujarat,Ranavav,Porbandar,GUJARAT,NA,Ranakandorana S.O,Porbandar H.O,69.89823935,21.6560858,21.6560858,69.89823935
Vekri B.O,362620,B.O,Delivery,Porbandar,Rajkot,Gujarat,Manavadar,Junagadh,GUJARAT,NA,Bantwa S.O,Porbandar H.O,70.04236955,21.48546695,21.48546695,70.04236955
Velva B.O,362630,B.O,Delivery,Porbandar,Rajkot,Gujarat,Manavadar,Junagadh,GUJARAT,NA,Manavadar S.O,Porbandar H.O,70.15762406363636,21.487156936363636,21.487156936363636,70.15762406363636
Visavada B.O,360579,B.O,Delivery,Porbandar,Rajkot,Gujarat,Porbandar,Porbandar,GUJARAT,NA,Bokhira S.O,Porbandar H.O,69.51883014285714,21.7424991,21.7424991,69.51883014285714
Zinjri B.O,362640,B.O,Delivery,Porbandar,Rajkot,Gujarat,Manavadar,Junagadh,GUJARAT,NA,Sardargadh S.O,Porbandar H.O,70.24973292,21.49731434,21.49731434,70.24973292
Adbalka B.O,360110,B.O,Delivery,Rajkot,Rajkot,Gujarat,Paddhari,Rajkot,GUJARAT,NA,Paddhari S.O,Rajkot H.O,70.60691555,22.3950843,22.3950843,70.60691555
Amarpara Wankaner S.O,363621,S.O,Non-Delivery,Rajkot,Rajkot,Gujarat,Wankaner,Rajkot,GUJARAT,02828-220504,NA,Rajkot H.O,70.94901914285714,22.627763257142856,22.627763257142856,70.94901914285714
Anandpar Navagam B.O,360003,B.O,Delivery,Rajkot,Rajkot,Gujarat,Rajkot,Rajkot,GUJARAT,NA,Rajkot Bedipara S.O,Rajkot H.O,70.82504036666666,22.317584866666667,22.317584866666667,70.82504036666666
Anandpar(Morbi) B.O,360003,B.O,Delivery,Rajkot,Rajkot,Gujarat,Rajkot,Rajkot,GUJARAT,NA,Rajkot Bedipara S.O,Rajkot H.O,70.82504036666666,22.317584866666667,22.317584866666667,70.82504036666666
Arnitimba B.O,363621,B.O,Delivery,Rajkot,Rajkot,Gujarat,Wankaner,Rajkot,GUJARAT,NA,Wankaner S.O,Rajkot H.O,70.94901914285714,22.627763257142856,22.627763257142856,70.94901914285714
